 X_force  Z_force    lambda  Y_force    time(sec)
  0.5437   0.4462  34.87225   3.0762  26334.55273
  0.7897   0.4085  34.98440   3.1065  26334.55273
  0.4442   0.3157  34.80860   3.0964  26334.55469
  0.6903   0.2722  34.62615   3.0560  26334.55469
  0.3500   0.0895  34.88490   3.0611  26334.55664
  0.3727   0.1437  34.81700   3.0257  26334.55664
  0.1563   0.0982  34.80730   3.0510  26334.56055
  0.4966   0.0924  35.34310   2.6015  26334.56055
 -0.0426   0.0054  34.45280   3.0560  26334.56250
  0.0150   0.0402  34.88825   3.0560  26334.56250
  0.0673   0.0228  34.77585   2.8389  26334.56445
 -0.0252  -0.0110  34.30725   2.8641  26334.56445
 -0.0182  -0.0071  34.41835   3.1133  26334.56836
  0.0725   0.0470  34.66040   3.0459  26334.56836
  0.3238   0.0895  34.07450   2.8641  26334.56836
 -0.0461  -0.0729  35.04120   2.9517  26334.56836
 -0.4579  -0.0651  34.66610   3.0796  26334.57031
 -0.3114  -0.1231  34.42590   3.0527  26334.57031
  0.0097   0.0112  34.80240   2.9298  26334.57227
  0.4233   0.0750  34.81255   3.2126  26334.57227
  0.1720   0.0924  35.17395   3.1621  26334.57422
  0.2872   0.1127  34.82655   3.3237  26334.57422
  0.4181   0.2519  34.62045   2.9853  26334.57812
  0.2191   0.2200  34.52400   3.4146  26334.57812
  0.4704   0.2519  34.10905   3.5509  26334.58008
  0.2872   0.3998  34.98275   3.6620  26334.58203
  0.3081   0.3853  34.41465   3.3691  26334.58398
  0.0830   0.3911  34.86110   3.3893  26334.58398
 -0.4038   0.4868  34.76575   3.2833  26334.58594
 -0.0060   0.3940  34.69675   3.1166  26334.58594
  0.3448   0.4105  34.55735   3.0459  26334.58594
  0.4704   0.3215  34.29995   3.2075  26334.58789
  0.4285   0.3621  34.27670   3.0964  26334.58984
  0.1772   0.1707  34.78365   3.1065  26334.58984
 -0.1159   0.1166  34.43110   3.2412  26334.59180
 -0.6255   0.0393  34.53725   3.0796  26334.59180
 -0.0182  -0.0033  34.78535   2.8439  26334.59375
  0.5542  -0.1386  34.93170   2.9315  26334.59375
  0.1354  -0.2150  34.61005   2.9803  26334.59375
 -0.3358  -0.1918  34.43125   2.8490  26334.59570
 -0.6761  -0.2092  34.62230   3.0106  26334.59766
 -0.3986  -0.0236  34.87320   2.9399  26334.59766
  0.0376  -0.0110  34.67015   3.3153  26334.59961
  0.3919  -0.0120  34.70945   3.1520  26334.60156
  0.4495  -0.2556  34.78800   2.8894  26334.60156
  0.9991  -0.1309  34.53170   3.1469  26334.60352
  1.1195   0.0315  34.52305   3.1065  26334.60547
  0.4634   0.1127  34.68390   3.0055  26334.60352
  0.5193   0.1630  34.42380   2.9584  26334.60742
  0.6589   0.1475  35.31995   3.0257  26334.60742
  0.5699  -0.0120  34.78460   2.9298  26334.60938
 -0.2416  -0.0497  34.77970   2.9449  26334.60938
  0.3971   0.0257  34.50220   3.4802  26334.61328
  0.2191   0.0518  34.69945   3.5509  26334.61328
  0.7479   0.0808  34.72515   3.5711  26334.61523
  0.1563   0.0199  34.88175   3.5711  26334.61523
 -0.5766   0.0489  35.06805   3.6368  26334.61719
 -0.3044   0.0257  34.85940   3.6216  26334.61719
 -0.4789  -0.0999  34.79725   3.6519  26334.61719
 -0.1473   0.0663  34.43340   3.6519  26334.61914
  0.4285   0.2635  34.42450   3.5913  26334.62109
  0.6170   0.1243  34.78810   3.4365  26334.61914
  0.2610   0.0663  34.90360   3.5913  26334.62305
  0.3168  -0.0613  34.53150   3.5509  26334.62305
  0.4128  -0.0294  34.60020   3.5863  26334.62500
  0.8944   0.0373  34.96370   3.5307  26334.62500
  0.3814  -0.0700  34.70460   3.5711  26334.62500
  0.6746  -0.1599  34.62990   3.3994  26334.62695
  0.6589  -0.2875  34.78560   3.3994  26334.62891
  0.4006  -0.3203  34.30860   3.4297  26334.63086
  0.0673  -0.3165  34.43005   3.5307  26334.63281
  0.2453  -0.3629  34.44915   3.5459  26334.63281
 -0.2468  -0.4093  34.63335   3.4651  26334.63281
 -0.9588  -0.3948  34.62970   3.4196  26334.63477
 -0.3201  -0.3107  34.97585   3.4247  26334.63672
 -0.3532  -0.4518  34.79880   3.5375  26334.63477
 -0.1787  -0.4731  34.63425   3.3994  26334.63867
  0.3587  -0.4015  34.56905   3.4163  26334.63867
  0.1772  -0.2391  34.54205   3.4365  26334.64258
  0.0307  -0.1386  34.53560   3.5307  26334.64258
  0.1005  -0.2353  34.53275   3.4095  26334.64648
  0.1720  -0.2324  34.41370   3.4701  26334.64453
  0.3866  -0.2440  34.50545   3.4095  26334.64648
  0.2034  -0.1309  34.43330   3.5610  26334.64648
  0.0830  -0.1106  34.61320   3.6014  26334.64844
 -0.0060  -0.0352  34.70005   3.6620  26334.64844
 -0.2695   0.0741  34.90775   3.6519  26334.64844
  0.0935  -0.0207  34.60470   3.5509  26334.65234
  0.0202  -0.1019  34.35405   3.5711  26334.65625
 -0.3881  -0.1570  34.69970   3.6317  26334.65625
  0.0045  -0.0932  34.62160   3.4297  26334.65820
 -0.4353  -0.1367  34.78520   3.5459  26334.65820
 -0.2904  -0.1154  34.77705   3.6115  26334.66211
  0.3029  -0.0419  34.66655   3.6587  26334.66211
  0.6309  -0.0033  35.27195   3.4701  26334.66211
  0.5542  -0.0613  34.80390   3.4903  26334.66211
 -0.0391   0.0199  34.91470   3.6183  26334.66406
  0.2261   0.0354  34.55515   3.6654  26334.66406
  0.0307  -0.1270  34.87855   3.5173  26334.66602
  0.4285  -0.1019  34.50340   3.4146  26334.66602
  0.1772  -0.1367  34.85010   3.6267  26334.66797
  0.5280   0.0199  34.69795   3.5711  26334.66797
  0.4390   0.0895  34.97785   3.5358  26334.66992
  0.0027   0.0779  35.27300   3.5509  26334.66992
